train_loss,train_iou,val_loss,val_iou,fold
0.21676202176345719,0.6822701611452633,0.1934940319727449,0.7046752230209463,1
0.1476152748697334,0.7694509795418492,0.12522837903131456,0.7931149049716837,1
0.13109558542017583,0.7889084703392453,0.11389220473082627,0.8134063964380938,1
0.12996523035345253,0.7921591760935607,0.12265454232692719,0.8044560385100982,1
0.11620125994086265,0.8085893324127904,0.11648591903640944,0.8119749935234294,1
0.10779935968694863,0.8200334321569513,0.11396619699457113,0.8142557337003595,1
0.10323112869152316,0.8257687837989242,0.11454161201768062,0.8133683695512659,1
0.08758784328345899,0.8478122545613183,0.10685910426956766,0.8238754246164771,1
0.08306036290747149,0.8539930714501275,0.10614926882964723,0.8250826641040689,1
0.08005675295436823,0.8585729084633015,0.10726856275954667,0.8242840468883514,1
0.0798025285480199,0.8589535072997764,0.10544937005376115,0.8257597492021673,1
0.07656628483975375,0.8637063933743371,0.10674033412600265,0.8239380331600413,1
0.07499177248941527,0.8660097786673793,0.10690352912334834,0.8236905178603005,1
0.07379483130794984,0.8679162098301781,0.10850326815510497,0.8228855027871973,1
0.07230570818539019,0.870283493509999,0.10611749330864233,0.8253237622625688,1
0.06900571308754108,0.8752964562839932,0.1061129685053054,0.8253613456207163,1
0.06921056779446426,0.8750100354353587,0.10658380619305022,0.824802016510683,1
0.06860084375021634,0.8759862184524536,0.10719928156365366,0.8241518420331618,1
0.06812269055732974,0.8768528880896391,0.10687438091811012,0.8244916779153487,1
0.06823082864284516,0.8765505066624394,0.1071688895497252,0.8241540114669239,1
0.06764833441487066,0.8775139676200019,0.10689203364445883,0.82452593831455,1
0.2174795159863101,0.678823529349433,0.18976850588532054,0.7081181507776765,2
0.14552888715708698,0.7715568325033895,0.1418567279025036,0.7785487166222405,2
0.12809623612297905,0.7922717498408424,0.15081190657528007,0.7732868694207248,2
0.1226941695091901,0.8003430030964039,0.12798450098318212,0.7891420432749916,2
0.11272163170355337,0.8133615493774414,0.12231688300038085,0.8028415380155339,2
0.1061410941735462,0.8214004377524058,0.11850228248273625,0.8075768579454983,2
0.1091407720413473,0.817803880682698,0.13131744096822598,0.7883460285032496,2
0.11226458795092724,0.813891378376219,0.11932466869406841,0.8081075277398614,2
0.11246235163675414,0.8140575634108649,0.11933198647902292,0.8095556339796852,2
0.09771000679444383,0.8330519442205075,0.11827016008250854,0.8052395257879706,2
0.09348103359893516,0.8391493399937947,0.11466534874018501,0.8151968664982739,2
0.08867386819587814,0.8462813454645651,0.1248735015225761,0.8009612744345385,2
0.09955981271686377,0.8309023119785167,0.21885276114677682,0.6747168000130093,2
0.11137256070419595,0.8172191483003122,0.10897134326617508,0.8202004765763002,2
0.09145307786486767,0.8417991521181883,0.124857411829426,0.7998657156439388,2
0.0902728016729708,0.8433525794082217,0.11110833933686509,0.8182423141072778,2
0.08051682031816906,0.857076417516779,0.1116936922292499,0.81824350094094,2
0.08678440666861004,0.8487448279504423,0.11131669832941364,0.817043769008973,2
0.07810138212861838,0.861271654676508,0.1006240843630889,0.8310216586379444,2
0.0747327178992607,0.8665697197119395,0.10137063582592151,0.8305020700482761,2
0.07222842745206974,0.870136868291431,0.1020123439238352,0.8294419768978568,2
0.07063738800309323,0.8726403768415805,0.101078791434274,0.8308061343782088,2
0.06876704036085694,0.8754378034008874,0.1027066750342355,0.828087477999575,2
0.06713175928151166,0.8779908829265171,0.10204383183051557,0.8294438772341785,2
0.0677064187824726,0.877238295034126,0.10173867730533376,0.8296025421689538,2
0.06648664358589385,0.8790919533482304,0.10170314198031145,0.8296864488545586,2
0.06691795593058622,0.8784535955499719,0.10206493603832581,0.8290756835657007,2
0.06663511570681024,0.8788494410338226,0.1019269051578115,0.8293800134869183,2
0.06726587279527275,0.877923537404449,0.10167757005375974,0.8297565623241312,2
0.21204143398337894,0.6884861490792699,0.17677397105623693,0.7326191194793757,3
0.14365297589037154,0.7734194903462022,0.12348830623223502,0.8003511788213954,3
0.12723205696653436,0.7947725437305592,0.13491919801077423,0.780235189725371,3
0.11513194267948469,0.8099988332501165,0.1201455266598393,0.8040258779245264,3
0.11449461204034311,0.8114438845051659,0.32005255746052547,0.6030970413018676,3
0.10535417270881159,0.8234926786687639,0.13775396445656524,0.7778124537538079,3
0.10371564030647278,0.8254332036883743,0.11269647277453367,0.8145634295309291,3
0.09762953351493235,0.8335378156767951,0.11351035765427,0.8128670629333047,3
0.0912466044779177,0.8424413524292134,0.10834573494160876,0.8203905408873278,3
0.08856372698037712,0.8460694392522176,0.10773227210430537,0.8219515409539727,3
0.08136935819078375,0.8562251876901698,0.11086897420532563,0.8154310189625796,3
