train_loss,train_iou,val_loss,val_iou,fold
0.21810201759691591,0.6815065100237175,0.2208898322766318,0.6729039449025603,1
0.1414297240751761,0.776527194182078,0.13624676371760228,0.7816736864693025,1
0.1282537798638697,0.7927767014061963,0.12367583449710817,0.7974795699119568,1
0.11907017586959733,0.8038968638137535,0.11807344711440451,0.808069629704251,1
0.11616275153226323,0.8092815231393885,0.11504394582965795,0.8102565398987602,1
0.10641591609628112,0.8222432257952513,0.1485457927646006,0.7658088636748931,1
0.09786960617811591,0.8327156358295017,0.17549042107866092,0.7434593697681147,1
0.10482793665594525,0.8239570909076267,0.11762546868446995,0.8076742186265833,1
0.09082499709394243,0.8431880822888127,0.10715026408433914,0.8216161762966829,1
0.0846211302059668,0.8519440666392998,0.10464432353482526,0.8241550019558739,1
0.0837590719262759,0.8530114032604076,0.11031011919326641,0.8165422581574496,1
0.07851845423380534,0.8607363118065728,0.11596926520852481,0.809275523704641,1
0.07622798018985324,0.8646994279490576,0.10511780365863267,0.824588318081463,1
0.07414728358939841,0.8676402423116896,0.11495538209291066,0.8113727516987744,1
0.06838339447147317,0.8768475653948608,0.1029264816247365,0.8272151368505815,1
0.06277962658140394,0.8859546645923897,0.10279754702659215,0.8276946246623993,1
0.06061984106070466,0.8894757451834502,0.10074455378686681,0.8311161170987522,1
0.05788934835129314,0.8940081587544194,0.10038923472166061,0.8314839697936002,1
0.0563510370751222,0.8965553811302891,0.10265669275951736,0.8281356367994758,1
0.05518071781154032,0.8985141787264083,0.10198523246628396,0.8294003088684643,1
0.05344135852323638,0.9014875052151856,0.10245910840218558,0.8285367813180474,1
0.05255503334380962,0.9029728158756539,0.10294228868887705,0.8281139187953052,1
0.05082534248078311,0.9059336684368274,0.10344123511629946,0.8271818047060686,1
0.051070563136427494,0.9055761584529171,0.1038881889270509,0.8264562329825234,1
0.050555707597070274,0.9064443575011359,0.10353629554019254,0.8269461472244823,1
0.0501374577206594,0.9071471408561423,0.10183845093364224,0.8295928415130166,1
0.04971871629909233,0.90788271162245,0.10189473502995337,0.8295077287098941,1
0.050284507332576646,0.906918019939352,0.10282895067597136,0.8280059116728166,1
0.2381691504407812,0.6596659626673769,0.29389583023593707,0.5910995002178585,2
0.14970319745717225,0.7658016489611732,0.14419183902004185,0.7708690639804391,2
0.12233613566667945,0.8006523893939124,0.13219189906821532,0.789301227997331,2
0.12264637996753057,0.801138906346427,0.13633766419747295,0.7809524939340704,2
0.11548444512817595,0.810394909646776,0.11628378292216975,0.8071814757936141,2
0.10486876310573684,0.8242113521805516,0.13003701519440203,0.7958225537748898,2
0.1111057904307489,0.8169875350263384,0.11651003941455308,0.808431929525207,2
0.10468525364995003,0.8246137347486284,0.10858285810579271,0.8189741636023802,2
0.10023642165793313,0.8305191375591137,0.11447753056007273,0.8151383610332713,2
0.09199542760573051,0.841561785892204,0.10907518578802838,0.8184238120036966,2
0.08952278516910694,0.8456349381694087,0.10962532460689545,0.8172043491812313,2
0.08383987946090875,0.8532582558967449,0.11557216931353598,0.8094446063041687,2
0.07650239492456118,0.8645321857046198,0.10279960974174387,0.8271263136583216,2
0.07217844501137734,0.8712213193928754,0.10122150303248097,0.8288617020144182,2
0.06936023955543837,0.8755560899222339,0.10045439191162586,0.8298419144223718,2
0.06697642756281076,0.8792639242278205,0.09911265092737534,0.8319038284175536,2
0.06562607964431798,0.8813995354705386,0.10018162462202941,0.8304787628790912,2
0.06396938733480595,0.8840109677226455,0.10325403664918507,0.8263152767630184,2
0.06252785985944448,0.8863384752361863,0.09989134824889548,0.8309896500671611,2
0.061050718001745365,0.8887744724750519,0.10046619122080944,0.8299035517608419,2
