train_loss,train_iou,val_loss,val_iou,fold
0.2572637658152315,0.6406601912997387,0.1496356899904854,0.7607920906122994,1
0.13850513164091993,0.7812310706686091,0.12740663581472986,0.7934514003641465,1
0.12573298061335528,0.7971916876457356,0.11184082344612654,0.8142985052922193,1
0.1230595381171615,0.800592737948453,0.1299096315222628,0.790156858808854,1
0.11042151837437242,0.816904295594604,0.11275287597056698,0.8136933682595983,1
0.10530840437169428,0.8233303217976181,0.12410744422060602,0.7949341675814461,1
0.09968705472570878,0.8311792969703674,0.1186040403211818,0.8033808127922171,1
0.08437020935946041,0.8523709096290447,0.10446236545548719,0.8250297123894972,1
0.08018865452872383,0.8585289151580245,0.10425655138404931,0.8247215528698528,1
0.0770319270590941,0.8632783735239947,0.1021564550259534,0.8283310313435162,1
0.0737128284242418,0.8682804008324941,0.10398964222301454,0.8261653973775751,1
0.07226616571898814,0.870557114371547,0.1054464195142774,0.8237773749758216,1
0.07058209238780869,0.8731618018062026,0.10751222063075094,0.8217468121472526,1
0.0681396312183804,0.8769448039708314,0.10484437677351867,0.8252202649326885,1
0.06626701266677291,0.8800548050138686,0.10410680358900744,0.8261512368917465,1
0.06567327520913548,0.8810116160798955,0.10360503240543253,0.8268805163748124,1
0.06511893793940544,0.8819128449316378,0.10479385898832012,0.8251019190339481,1
0.06486113623336509,0.8823183781570858,0.10410374381086406,0.826172320281758,1
0.06472562027198298,0.8826520200128909,0.10364773277850713,0.8266823861528846,1
0.06510690308555409,0.8818824236039762,0.10425086144138784,0.8257513826384264,1
0.2729193301664458,0.6243909394299543,0.15949887563200557,0.7575840581865871,2
0.14056146917519746,0.7784744611492863,0.11824242458404864,0.8069769836523953,2
0.1254486264453994,0.7970235667846821,0.12261135410517454,0.8027675265775007,2
0.11522487766212887,0.8105022697537033,0.14599769277607694,0.7700420845957363,2
0.1128425704660239,0.8143156614568499,0.15462974283625097,0.7612898310317713,2
0.1035047498566133,0.8258094182720891,0.12720552240224445,0.7940677492057576,2
0.09472838234570291,0.8379007070152847,0.10616723864394076,0.8232871662167942,2
0.08741968675620027,0.8483650293615129,0.10611000920043272,0.8234593202086056,2
0.0839056810019193,0.8534268787613621,0.10794191911597462,0.8204571604728699,2
